pair,TP,BO,SO,MaxSO,SOS,OS,MSC,,end_date,tot_deals,avg_duration_m,max_duration_m,tot_days_deals,max_safe_orders,final_profit,required_investment,profit_percent
ETH/USDT,0.8,10,20,20,2,1,1,,2021-04-30T19:28:00Z,1228,248.133.550.488.599,10544,174,12,256.604.362.915.568,410,0.625864299794068
BTT/USDT,0.8,10,20,20,2,1.05,1,,2021-05-01T04:27:00Z,2809,10.866.749.733.001,47452,131,20,630.453.789.153.082,671.319.082.057.768,0.939126871264521
ADA/USDT,0.8,10,20,20,2,1.05,1,,2021-04-30T19:31:00Z,2330,130.777.253.218.884,9408,176,16,504.889.855.920.906,671.319.082.057.768,0.752086257362575
LINK/USDT,0.8,10,20,20,2,1.05,1,,2021-04-30T04:48:00Z,1853,163.965.461.413.923,8991,182,18,41.358.478.139.216,671.319.082.057.768,0.616077797348491
BTC/USDT,0.8,10,20,20,2,1.05,1,,2021-05-01T04:39:00Z,702,43.484.188.034.188,23264,147,13,370.618.080.889.345,671.319.082.057.768,0.552074402165516
ETH/USDT,0.8,10,20,20,2,1.05,1,,2021-04-30T19:28:00Z,1289,236.391.000.775.795,9282,178,12,277.162.529.469.129,671.319.082.057.768,0.412862581858322
BTT/USDT,0.8,10,20,20,2,1.1,1,,2021-05-01T03:46:00Z,3060,997.405.228.758.169,15201,160,20,71.827.009.277.535,115.549.998.986.512,0.621609778516044
ADA/USDT,0.8,10,20,20,2,1.1,1,,2021-04-30T19:31:00Z,2478,122.966.505.246.166,9371,182,14,555.541.950.577.134,115.549.998.986.512,0.480780575897695
LINK/USDT,0.8,10,20,20,2,1.1,1,,2021-04-30T03:37:00Z,1901,159.788.006.312.467,8948,184,18,446.378.103.896.418,115.549.998.986.512,0.386307319611939
BTC/USDT,0.8,10,20,20,2,1.1,1,,2021-05-01T04:39:00Z,738,413.630.081.300.813,20661,150,13,39.104.361.463.458,115.549.998.986.512,0.338419401180805
ETH/USDT,0.8,10,20,20,2,1.1,1,,2021-04-30T19:28:00Z,1357,224.545.320.560.058,9275,179,12,30.166.113.000.501,115.549.998.986.512,0.261065454479339
BTT/USDT,0.8,10,20,15,2,1,1,,2021-05-01T04:27:00Z,2426,125.823.165.704.863,47474,128,15,526.441.094.188.352,310,169.819.707.802.694
ADA/USDT,0.8,10,20,15,2,1,1,,2021-04-30T19:31:00Z,2248,135.547.597.864.768,9427,174,15,471.916.443.945.349,310,152.231.110.950.112
BTC/USDT,0.8,10,20,15,2,1,1,,2021-05-01T04:39:00Z,697,437.961.262.553.802,23264,147,13,368.530.773.434.507,310,118.880.894.656.292
LINK/USDT,0.8,10,20,15,2,1,1,,2021-04-30T04:57:00Z,1623,187.207.024.029.574,12929,168,15,349.495.747.587.808,310,112.740.563.738.002
ETH/USDT,0.8,10,20,15,2,1,1,,2021-04-30T19:28:00Z,1228,248.133.550.488.599,10544,174,12,256.604.362.915.568,310,0.827756009405058
BTT/USDT,0.8,10,20,15,2,1.05,1,,2021-05-01T04:27:00Z,2646,115.361.678.004.535,47470,131,15,595.743.990.984.895,441.571.271.764.547,134.914.571.911.407
ADA/USDT,0.8,10,20,15,2,1.05,1,,2021-04-30T19:31:00Z,2324,131.114.888.123.924,9408,176,15,503.237.819.765.245,441.571.271.764.547,113.965.253.616.766
LINK/USDT,0.8,10,20,15,2,1.05,1,,2021-04-30T04:48:00Z,1821,166.846.787.479.406,8991,182,15,405.407.676.852.436,441.571.271.764.547,0.918102473542722
BTC/USDT,0.8,10,20,15,2,1.05,1,,2021-05-01T04:39:00Z,702,43.484.188.034.188,23264,147,13,370.618.080.889.345,441.571.271.764.547,0.839316560174606
ETH/USDT,0.8,10,20,15,2,1.05,1,,2021-04-30T19:28:00Z,1289,236.391.000.775.795,9282,178,12,277.162.529.469.129,441.571.271.764.547,0.627673372775294
BTT/USDT,0.8,10,20,15,2,1.1,1,,2021-05-01T03:46:00Z,2975,10.259.025.210.084,16170,160,15,693.020.229.339.009,64.544.963.388.313,1.073.701.483.367
ADA/USDT,0.8,10,20,15,2,1.1,1,,2021-04-30T19:31:00Z,2478,122.966.505.246.166,9371,182,14,555.541.950.577.134,64.544.963.388.313,0.860705346186198
LINK/USDT,0.8,10,20,15,2,1.1,1,,2021-04-30T03:37:00Z,1887,160.973.502.914.679,8948,184,15,439.937.253.203.111,64.544.963.388.313,0.681598114102842
BTC/USDT,0.8,10,20,15,2,1.1,1,,2021-05-01T04:39:00Z,738,413.630.081.300.813,20661,150,13,39.104.361.463.458,64.544.963.388.313,0.605846830033814
ETH/USDT,0.8,10,20,15,2,1.1,1,,2021-04-30T19:28:00Z,1357,224.545.320.560.058,9275,179,12,30.166.113.000.501,64.544.963.388.313,0.467365870502037
BTC/USDT,0.8,10,20,25,2.4,1,1,,2021-05-01T04:32:00Z,606,503.716.171.617.161,18733,136,10,295.666.194.426.518,510,0.579737636130427
BTT/USDT,0.8,10,20,25,2.4,1,1,,2021-05-01T04:28:00Z,2564,119.051.482.059.282,15197,148,22,494.764.637.251.051,510,0.970126739707944
ETH/USDT,0.8,10,20,25,2.4,1,1,,2021-04-30T12:00:00Z,1160,262.293.103.448.275,10532,163,10,218.264.063.621.795,510,0.427968752199599
LINK/USDT,0.8,10,20,25,2.4,1,1,,2021-04-29T17:40:00Z,1500,202.106.666.666.666,14408,156,15,288.538.321.503.869,510,0.56576141471347
ADA/USDT,0.8,10,20,25,2.4,1,1,,2021-04-30T21:17:00Z,2142,142.304.855.275.443,20076,163,13,401.183.592.891.271,510,0.786634495865238
BTC/USDT,0.8,10,20,25,2.4,1.05,1,,2021-05-01T04:32:00Z,609,501.234.811.165.845,18733,136,10,296.892.399.598.678,964.541.976.359.754,0.30780661378696
BTT/USDT,0.8,10,20,25,2.4,1.05,1,,2021-05-01T03:46:00Z,2796,109.158.082.975.679,14594,157,20,557.115.566.632.228,964.541.976.359.754,0.577595978492112
ETH/USDT,0.8,10,20,25,2.4,1.05,1,,2021-04-30T12:00:00Z,1226,248.172.920.065.252,9275,169,10,235.843.286.046.183,964.541.976.359.754,0.244513242374657
LINK/USDT,0.8,10,20,25,2.4,1.05,1,,2021-04-29T17:39:00Z,1657,182.956.547.978.274,12921,167,15,327.715.293.075.656,964.541.976.359.754,0.339762603502727
ADA/USDT,0.8,10,20,25,2.4,1.05,1,,2021-04-30T18:23:00Z,2278,13.373.266.022.827,9413,170,12,436.123.350.060.061,964.541.976.359.754,0.452155904822328
BTC/USDT,0.8,10,20,25,2.4,1.1,1,,2021-05-01T04:32:00Z,621,491.549.114.331.723,18733,139,10,303.735.705.133.957,197.694.118.867.767,0.15363922147685
BTT/USDT,0.8,10,20,25,2.4,1.1,1,,2021-05-01T03:46:00Z,2988,10.214.390.896.921,14594,161,20,614.025.745.861.775,197.694.118.867.767,0.310593835253379
ETH/USDT,0.8,10,20,25,2.4,1.1,1,,2021-04-30T12:00:00Z,1272,239.198.113.207.547,9158,174,10,249.709.123.500.237,197.694.118.867.767,0.126310850788263
LINK/USDT,0.8,10,20,25,2.4,1.1,1,,2021-04-29T17:39:00Z,1761,172.151.618.398.637,8971,180,15,360.410.323.573.635,197.694.118.867.767,0.18230705376456
ADA/USDT,0.8,10,20,25,2.4,1.1,1,,2021-04-30T21:17:00Z,2362,129.050.381.033.022,9396,176,12,462.382.217.224.398,197.694.118.867.767,0.233887694723824
BTT/USDT,0.6,10,15,30,2,1,1,,2021-05-01T04:28:00Z,3095,986.261.712.439.418,47477,133,26,407.901.424.684.193,460,0.886742227574333
ADA/USDT,0.6,10,15,30,2,1,1,,2021-04-30T21:05:00Z,2700,11.289.074.074.074,9531,173,17,346.353.798.442.759,460,0.752943040092955
BTC/USDT,0.6,10,15,30,2,1,1,,2021-05-01T04:32:00Z,903,338.042.081.949.058,23261,149,13,338.401.454.410.934,460,0.735655335675945
LINK/USDT,0.6,10,15,30,2,1,1,,2021-04-29T17:28:00Z,2066,146.731.848.983.543,12929,169,18,267.970.009.415.443,460,0.582543498729225
ETH/USDT,0.6,10,15,30,2,1,1,,2021-04-30T23:58:00Z,1507,202.374.253.483.742,9294,174,14,195.267.027.864.738,460,0.424493538836388
BTT/USDT,0.6,10,15,30,2,1.05,1,,2021-05-01T04:28:00Z,3566,855.995.513.180.033,47459,145,24,486.272.214.133.814,100.658.271.254.519,0.483092157329275
ADA/USDT,0.6,10,15,30,2,1.05,1,,2021-04-30T21:17:00Z,2936,103.820.504.087.193,9500,178,14,386.256.127.504.304,100.658.271.254.519,0.383730142282729
BTC/USDT,0.6,10,15,30,2,1.05,1,,2021-05-01T04:32:00Z,910,335.441.758.241.758,23261,150,13,340.052.096.678.085,100.658.271.254.519,0.337828270285156
LINK/USDT,0.6,10,15,30,2,1.05,1,,2021-04-30T04:00:00Z,2216,137.084.837.545.126,8988,180,18,296.858.732.153.039,100.658.271.254.519,0.294917375843278
ETH/USDT,0.6,10,15,30,2,1.05,1,,2021-04-30T23:58:00Z,1633,186.759.338.640.538,9294,178,12,216.623.184.809.118,100.658.271.254.519,0.215206542005251
BTT/USDT,0.6,10,15,25,2,1.1,1,,2021-05-01T04:28:00Z,3917,779.290.273.168.241,14594,169,24,552.759.500.864.049,148.520.589.150.825,0.372177018704599
ADA/USDT,0.6,10,15,25,2,1.1,1,,2021-04-30T21:17:00Z,3147,968.595.487.766.126,9479,188,14,424.025.760.369.052,148.520.589.150.825,0.285499648764822
BTC/USDT,0.6,10,15,25,2,1.1,1,,2021-05-01T04:32:00Z,919,332.156.692.056.583,23261,153,13,342.985.960.588.534,148.520.589.150.825,0.230934958277215
LINK/USDT,0.6,10,15,25,2,1.1,1,,2021-04-29T17:28:00Z,2352,128.889.455.782.312,8947,180,18,326.590.650.832.655,148.520.589.150.825,0.21989587618791
ETH/USDT,0.6,10,15,25,2,1.1,1,,2021-04-30T23:58:00Z,1709,178.454.066.705.675,9161,181,12,231.972.337.854.343,148.520.589.150.825,0.156188673355429
BTT/USDT,0.6,10,15,20,2,1,1,,2021-05-01T04:28:00Z,3079,991.386.813.900.617,47477,133,20,405.941.706.281.807,310,13.094.893.751.026
ADA/USDT,0.6,10,15,20,2,1,1,,2021-04-30T21:05:00Z,2700,11.289.074.074.074,9531,173,17,346.353.798.442.759,310,111.727.031.755.728
BTC/USDT,0.6,10,15,20,2,1,1,,2021-05-01T04:32:00Z,903,338.042.081.949.058,23261,149,13,338.401.454.410.934,310,109.161.759.487.398
LINK/USDT,0.6,10,15,20,2,1,1,,2021-04-29T17:28:00Z,2066,146.731.848.983.543,12929,169,18,267.970.009.415.443,310,0.864419385211109
ETH/USDT,0.6,10,15,20,2,1,1,,2021-04-30T23:58:00Z,1507,202.374.253.483.742,9294,174,14,195.267.027.864.738,310,0.62989363827335
BTT/USDT,0.6,10,15,20,2,1.05,1,,2021-05-01T04:28:00Z,3452,884.264.194.669.756,47459,139,20,468.922.931.158.311,505.989.311.543.326,0.926744736421489
ADA/USDT,0.6,10,15,20,2,1.05,1,,2021-04-30T21:17:00Z,2936,103.820.504.087.193,9500,178,14,386.256.127.504.304,505.989.311.543.326,0.763368155596367
BTC/USDT,0.6,10,15,20,2,1.05,1,,2021-05-01T04:32:00Z,910,335.441.758.241.758,23261,150,13,340.052.096.678.085,505.989.311.543.326,0.672053912840346
LINK/USDT,0.6,10,15,20,2,1.05,1,,2021-04-30T04:00:00Z,2216,137.084.837.545.126,8988,180,18,296.858.732.153.039,505.989.311.543.326,0.586689729171522
ETH/USDT,0.6,10,15,20,2,1.05,1,,2021-04-30T23:58:00Z,1633,186.759.338.640.538,9294,178,12,216.623.184.809.118,505.989.311.543.326,0.428118104211318
BTT/USDT,0.6,10,15,20,2,1.1,1,,2021-05-01T04:28:00Z,3764,81.096.705.632.306,15201,161,20,527.158.756.613.898,869.124.992.398.841,0.606539636098723
ADA/USDT,0.6,10,15,20,2,1.1,1,,2021-04-30T21:17:00Z,3147,968.595.487.766.126,9479,188,14,424.025.760.369.052,869.124.992.398.841,0.487876616226066
BTC/USDT,0.6,10,15,20,2,1.1,1,,2021-05-01T04:32:00Z,919,332.156.692.056.583,23261,153,13,342.985.960.588.534,869.124.992.398.841,0.394633641407401
LINK/USDT,0.6,10,15,20,2,1.1,1,,2021-04-29T17:28:00Z,2352,128.889.455.782.312,8947,180,18,326.590.650.832.655,869.124.992.398.841,0.375769485044083
ETH/USDT,0.6,10,15,20,2,1.1,1,,2021-04-30T23:58:00Z,1709,178.454.066.705.675,9161,181,12,231.972.337.854.343,869.124.992.398.841,0.26690331066661
BTT/USDT,0.6,10,15,15,2,1,1,,2021-05-01T04:28:00Z,2926,104.322.624.743.677,47481,133,15,38.620.454.178.211,235,164.342.358.205.153
ADA/USDT,0.6,10,15,15,2,1,1,,2021-04-30T21:05:00Z,2677,113.860.664.923.421,9531,172,15,343.274.224.330.459,235,146.074.138.012.961
BTC/USDT,0.6,10,15,15,2,1,1,,2021-05-01T04:32:00Z,903,338.042.081.949.058,23261,149,13,338.401.454.410.934,235,14.400.061.889.827
LINK/USDT,0.6,10,15,15,2,1,1,,2021-04-29T17:28:00Z,2053,147.660.983.925.962,12929,169,15,266.324.596.347.707,235,113.329.615.467.109
ETH/USDT,0.6,10,15,15,2,1,1,,2021-04-30T23:58:00Z,1507,202.374.253.483.742,9294,174,14,195.267.027.864.738,235,0.830923522828675
BTT/USDT,0.6,10,15,15,2,1.05,1,,2021-05-01T04:28:00Z,3291,92.752.354.907.323,47478,139,15,446.453.122.959.342,33.367.845.382.341,133.797.408.206.529
ADA/USDT,0.6,10,15,15,2,1.05,1,,2021-04-30T21:17:00Z,2936,103.820.504.087.193,9500,178,14,386.256.127.504.304,33.367.845.382.341,115.756.987.926.082
BTC/USDT,0.6,10,15,15,2,1.05,1,,2021-05-01T04:32:00Z,910,335.441.758.241.758,23261,150,13,340.052.096.678.085,33.367.845.382.341,101.910.115.196.724
LINK/USDT,0.6,10,15,15,2,1.05,1,,2021-04-30T04:00:00Z,2187,138.902.606.310.013,8988,180,15,292.396.282.368.493,33.367.845.382.341,0.876281578921592
ETH/USDT,0.6,10,15,15,2,1.05,1,,2021-04-30T23:58:00Z,1633,186.759.338.640.538,9294,178,12,216.623.184.809.118,33.367.845.382.341,0.649197400452354
BTT/USDT,0.6,10,15,15,2,1.1,1,,2021-05-01T04:28:00Z,3664,833.100.436.681.222,16170,161,15,510.100.856.688.683,486.587.225.412.348,104.832.356.882.449
ADA/USDT,0.6,10,15,15,2,1.1,1,,2021-04-30T21:17:00Z,3147,968.595.487.766.126,9479,188,14,424.025.760.369.052,486.587.225.412.348,0.871428056932075
BTC/USDT,0.6,10,15,15,2,1.1,1,,2021-05-01T04:32:00Z,919,332.156.692.056.583,23261,153,13,342.985.960.588.534,486.587.225.412.348,0.704880733968875
LINK/USDT,0.6,10,15,15,2,1.1,1,,2021-04-29T17:28:00Z,2343,129.384.549.722.577,8947,180,15,32.396.508.629.379,486.587.225.412.348,0.665790364757836
ETH/USDT,0.6,10,15,15,2,1.1,1,,2021-04-30T23:58:00Z,1709,178.454.066.705.675,9161,181,12,231.972.337.854.343,486.587.225.412.348,0.476733308519892
BTC/USDT,0.6,10,15,25,2.4,1,1,,2021-05-01T04:32:00Z,817,373.625.458.996.328,21221,146,10,290.923.314.139.917,385,0.755644971791994
BTT/USDT,0.6,10,15,25,2.4,1,1,,2021-05-01T04:28:00Z,2959,103.159.175.397.093,47478,131,22,357.438.672.325.401,385,0.928412135910133
ETH/USDT,0.6,10,15,25,2.4,1,1,,2021-04-30T11:34:00Z,1422,213.947.960.618.846,10532,166,11,169.003.644.652.035,385,0.438970505589703
LINK/USDT,0.6,10,15,25,2.4,1,1,,2021-04-30T04:57:00Z,1916,158.578.810.020.876,12924,162,15,228.264.683.603.145,385,0.592895282086092
ADA/USDT,0.6,10,15,25,2.4,1,1,,2021-04-30T21:17:00Z,2618,116.431.245.225.362,9428,169,13,307.438.422.046.307,385,0.798541355964434
BTC/USDT,0.6,10,15,25,2.4,1.05,1,,2021-05-01T04:32:00Z,821,371.805.115.712.545,21221,147,10,292.040.215.474.441,725.906.482.269.815,0.402311072579582
BTT/USDT,0.6,10,15,25,2.4,1.05,1,,2021-05-01T04:28:00Z,3284,929.500.609.013.398,47459,139,20,407.044.161.867.992,725.906.482.269.815,0.560739119721341
ETH/USDT,0.6,10,15,25,2.4,1.05,1,,2021-04-30T11:34:00Z,1498,203.093.457.943.925,9282,172,11,180.916.736.625.146,725.906.482.269.815,0.249228710645266
LINK/USDT,0.6,10,15,25,2.4,1.05,1,,2021-04-30T04:57:00Z,2092,14.523.757.170.172,12918,166,15,253.924.418.824.458,725.906.482.269.815,0.349803211607189
ADA/USDT,0.6,10,15,25,2.4,1.05,1,,2021-04-30T19:33:00Z,2764,110.243.487.698.986,9412,175,13,329.877.968.198.801,725.906.482.269.815,0.454435903599201
BTC/USDT,0.6,10,15,25,2.4,1.1,1,,2021-05-01T04:32:00Z,818,373.168.704.156.479,21221,147,10,291.120.686.348.572,148.520.589.150.825,0.19601368942385
BTT/USDT,0.6,10,15,25,2.4,1.1,1,,2021-05-01T04:28:00Z,3542,861.795.595.708.639,47458,146,20,450.382.369.667.011,148.520.589.150.825,0.303245746762853
ETH/USDT,0.6,10,15,25,2.4,1.1,1,,2021-04-30T11:34:00Z,1598,190.384.230.287.859,9149,172,10,19.668.582.378.572,148.520.589.150.825,0.132430005099145
LINK/USDT,0.6,10,15,25,2.4,1.1,1,,2021-04-30T04:56:00Z,2221,136.801.440.792.435,8970,171,15,277.894.763.185.829,148.520.589.150.825,0.187108578530901
ADA/USDT,0.6,10,15,25,2.4,1.1,1,,2021-04-30T19:33:00Z,2884,105.656.380.027.739,9393,179,12,350.532.149.637.945,148.520.589.150.825,0.236015862610114
BTT/USDT,0.6,10,20,30,2,1,1,,2021-05-01T04:28:00Z,3526,865.706.182.643.221,47477,140,26,519.185.435.636.802,610,0.851123664978364
ADA/USDT,0.6,10,20,30,2,1,1,,2021-04-30T21:08:00Z,3192,954.912.280.701.754,9416,185,14,459.564.135.684.166,610,0.753383828990437
BTC/USDT,0.6,10,20,30,2,1,1,,2021-05-01T04:32:00Z,936,326.123.931.623.931,23261,153,13,351.388.954.676.554,610,0.576047466682875
LINK/USDT,0.6,10,20,30,2,1,1,,2021-04-29T17:28:00Z,2279,133.017.990.346.643,12927,171,18,333.329.954.576.163,610,0.546442548485514
ETH/USDT,0.6,10,20,30,2,1,1,,2021-04-30T21:55:00Z,1675,182.002.985.074.626,9294,182,14,240.748.739.682.234,610,0.394670065052843
BTT/USDT,0.6,10,20,30,2,1.05,1,,2021-05-01T04:28:00Z,4001,762.929.267.683.079,47458,150,24,609.882.421.593.998,133.877.695.006.026,0.455551928621526
ADA/USDT,0.6,10,20,30,2,1.05,1,,2021-04-30T19:32:00Z,3322,917.254.665.863.937,9395,189,14,488.901.370.840.563,133.877.695.006.026,0.365185082413134
LINK/USDT,0.6,10,20,30,2,1.05,1,,2021-04-29T17:28:00Z,2456,123.431.596.091.205,8987,175,18,370.395.103.691.699,133.877.695.006.026,0.276666776848096
BTC/USDT,0.6,10,20,30,2,1.05,1,,2021-05-01T04:32:00Z,941,324.391.073.326.248,23261,153,13,353.025.816.674.161,133.877.695.006.026,0.263692780681852
ETH/USDT,0.6,10,20,30,2,1.05,1,,2021-04-30T21:55:00Z,1787,170.595.970.900.951,9282,185,12,263.837.486.600.302,133.877.695.006.026,0.197073520416097
BTT/USDT,0.6,10,20,22,2,1.1,1,,2021-05-01T04:28:00Z,4371,698.348.204.072.294,14594,174,22,689.289.642.173.267,143.805.498.773.679,0.479320782620467
ADA/USDT,0.6,10,20,22,2,1.1,1,,2021-04-30T19:32:00Z,3469,878.385.701.931.392,9370,189,14,5.243.278.519.422,143.805.498.773.679,0.364609042361714
LINK/USDT,0.6,10,20,22,2,1.1,1,,2021-04-29T17:28:00Z,2688,112.778.273.809.523,8947,188,18,420.387.970.740.353,143.805.498.773.679,0.292330943062168
BTC/USDT,0.6,10,20,22,2,1.1,1,,2021-05-01T04:32:00Z,975,313.078.974.358.974,19540,158,13,368.099.503.048.706,143.805.498.773.679,0.255970394865094
ETH/USDT,0.6,10,20,22,2,1.1,1,,2021-04-30T21:55:00Z,1858,164.076.964.477.933,9252,186,12,281.858.956.159.485,143.805.498.773.679,0.19600012416985
BTT/USDT,0.6,10,20,20,2,1,1,,2021-05-01T04:28:00Z,3511,869.404.727.997.721,47477,140,20,517.155.727.291.115,410,126.135.543.241.735
ADA/USDT,0.6,10,20,20,2,1,1,,2021-04-30T21:08:00Z,3192,954.912.280.701.754,9416,185,14,459.564.135.684.166,410,112.088.813.581.504
BTC/USDT,0.6,10,20,20,2,1,1,,2021-05-01T04:32:00Z,936,326.123.931.623.931,23261,153,13,351.388.954.676.554,410,0.857046230918425
LINK/USDT,0.6,10,20,20,2,1,1,,2021-04-29T17:28:00Z,2279,133.017.990.346.643,12927,171,18,333.329.954.576.163,410,0.812999889210154
ETH/USDT,0.6,10,20,20,2,1,1,,2021-04-30T21:55:00Z,1675,182.002.985.074.626,9294,182,14,240.748.739.682.234,410,0.58719204800545
BTT/USDT,0.6,10,20,20,2,1.05,1,,2021-05-01T04:28:00Z,3877,78.733.041.011.091,47458,144,20,588.691.397.940.835,671.319.082.057.768,0.876917420753694
ADA/USDT,0.6,10,20,20,2,1.05,1,,2021-04-30T19:32:00Z,3322,917.254.665.863.937,9395,189,14,488.901.370.840.563,671.319.082.057.768,0.728269736266028
LINK/USDT,0.6,10,20,20,2,1.05,1,,2021-04-29T17:28:00Z,2456,123.431.596.091.205,8987,175,18,370.395.103.691.699,671.319.082.057.768,0.551742254303782
BTC/USDT,0.6,10,20,20,2,1.05,1,,2021-05-01T04:32:00Z,941,324.391.073.326.248,23261,153,13,353.025.816.674.161,671.319.082.057.768,0.525868884274888
ETH/USDT,0.6,10,20,20,2,1.05,1,,2021-04-30T21:55:00Z,1787,170.595.970.900.951,9282,185,12,263.837.486.600.302,671.319.082.057.768,0.393013536560842
BTT/USDT,0.6,10,20,20,2,1.1,1,,2021-05-01T04:28:00Z,4192,728.167.938.931.297,15201,166,20,658.514.859.964.776,115.549.998.986.512,0.569896032661708
ADA/USDT,0.6,10,20,20,2,1.1,1,,2021-04-30T19:32:00Z,3469,878.385.701.931.392,9370,189,14,5.243.278.519.422,115.549.998.986.512,0.453767076193054
LINK/USDT,0.6,10,20,20,2,1.1,1,,2021-04-29T17:28:00Z,2688,112.778.273.809.523,8947,188,18,420.387.970.740.353,115.549.998.986.512,0.363814776657353
BTC/USDT,0.6,10,20,20,2,1.1,1,,2021-05-01T04:32:00Z,975,313.078.974.358.974,19540,158,13,368.099.503.048.706,115.549.998.986.512,0.318562965190224
ETH/USDT,0.6,10,20,20,2,1.1,1,,2021-04-30T21:55:00Z,1858,164.076.964.477.933,9252,186,12,281.858.956.159.485,115.549.998.986.512,0.243928133822299
BTT/USDT,0.6,10,20,15,2,1,1,,2021-05-01T04:28:00Z,3359,908.746.650.788.925,47481,140,15,496.438.703.686.782,310,160.141.517.318.316
ADA/USDT,0.6,10,20,15,2,1,1,,2021-04-30T21:08:00Z,3192,954.912.280.701.754,9416,185,14,459.564.135.684.166,310,148.246.495.381.989
BTC/USDT,0.6,10,20,15,2,1,1,,2021-05-01T04:32:00Z,936,326.123.931.623.931,23261,153,13,351.388.954.676.554,310,113.351.275.702.114
LINK/USDT,0.6,10,20,15,2,1,1,,2021-04-29T17:28:00Z,2248,134.852.313.167.259,12927,171,15,328.637.837.206.302,310,10.601.220.555.042
ETH/USDT,0.6,10,20,15,2,1,1,,2021-04-30T21:55:00Z,1675,182.002.985.074.626,9294,182,14,240.748.739.682.234,310,0.776608837684628
BTT/USDT,0.6,10,20,15,2,1.05,1,,2021-05-01T04:28:00Z,3733,817.701.580.498.258,47478,144,15,566.447.121.407.557,441.571.271.764.547,128.279.885.406.493
ADA/USDT,0.6,10,20,15,2,1.05,1,,2021-04-30T19:32:00Z,3322,917.254.665.863.937,9395,189,14,488.901.370.840.563,441.571.271.764.547,110.718.563.933.491
LINK/USDT,0.6,10,20,15,2,1.05,1,,2021-04-29T17:28:00Z,2442,12.413.923.013.923,8987,175,15,367.786.196.036.012,441.571.271.764.547,0.832903360235178
BTC/USDT,0.6,10,20,15,2,1.05,1,,2021-05-01T04:32:00Z,941,324.391.073.326.248,23261,153,13,353.025.816.674.161,441.571.271.764.547,0.799476413543497
ETH/USDT,0.6,10,20,15,2,1.05,1,,2021-04-30T21:55:00Z,1787,170.595.970.900.951,9282,185,12,263.837.486.600.302,441.571.271.764.547,0.597496946633304
BTT/USDT,0.6,10,20,15,2,1.1,1,,2021-05-01T04:28:00Z,4093,745.780.601.026.142,16170,166,15,638.155.029.723.104,64.544.963.388.313,0.98869841459799
ADA/USDT,0.6,10,20,15,2,1.1,1,,2021-04-30T19:32:00Z,3469,878.385.701.931.392,9370,189,14,5.243.278.519.422,64.544.963.388.313,0.812345107065532
LINK/USDT,0.6,10,20,15,2,1.1,1,,2021-04-29T17:28:00Z,2679,113.157.148.189.622,8947,188,15,417.097.172.012.548,64.544.963.388.313,0.646211803550377
BTC/USDT,0.6,10,20,15,2,1.1,1,,2021-05-01T04:32:00Z,975,313.078.974.358.974,19540,158,13,368.099.503.048.706,64.544.963.388.313,0.570299344403001
ETH/USDT,0.6,10,20,15,2,1.1,1,,2021-04-30T21:55:00Z,1858,164.076.964.477.933,9252,186,12,281.858.956.159.485,64.544.963.388.313,0.436686212778177
BTC/USDT,0.6,10,20,25,2.4,1,1,,2021-05-01T04:32:00Z,852,358.276.995.305.164,21221,153,10,301.990.877.285.426,510,0.592138975069464
BTT/USDT,0.6,10,20,25,2.4,1,1,,2021-05-01T04:29:00Z,3334,915.563.887.222.555,47477,134,22,446.255.911.866.773,510,0.875011591895634
ETH/USDT,0.6,10,20,25,2.4,1,1,,2021-04-30T12:00:00Z,1543,197.187.297.472.456,9282,174,11,201.841.381.357.354,510,0.395767414426185
LINK/USDT,0.6,10,20,25,2.4,1,1,,2021-04-30T03:50:00Z,2167,140.179.972.311.952,12924,168,15,28.655.156.808.735,510,0.561865819779118
ADA/USDT,0.6,10,20,25,2.4,1,1,,2021-04-30T19:33:00Z,2921,104.318.041.766.518,9420,175,13,38.026.376.374.306,510,0.745615223025607
BTC/USDT,0.6,10,20,25,2.4,1.05,1,,2021-05-01T04:32:00Z,855,357.019.883.040.935,21221,153,10,302.785.472.456.597,964.541.976.359.754,0.313916324926915
BTT/USDT,0.6,10,20,25,2.4,1.05,1,,2021-05-01T04:29:00Z,3744,815.301.816.239.316,47459,144,20,513.100.536.764.415,964.541.976.359.754,0.531962889475158
ETH/USDT,0.6,10,20,25,2.4,1.05,1,,2021-04-30T12:00:00Z,1673,181.864.913.329.348,9252,175,10,222.592.273.862.787,964.541.976.359.754,0.23077510291762
LINK/USDT,0.6,10,20,25,2.4,1.05,1,,2021-04-30T03:48:00Z,2317,131.104.013.810.962,8988,176,15,313.180.473.015.547,964.541.976.359.754,0.324693461447381
ADA/USDT,0.6,10,20,25,2.4,1.05,1,,2021-04-30T21:17:00Z,3055,997.764.320.785.597,9412,186,12,404.881.441.578.068,964.541.976.359.754,0.419765496475454
BTC/USDT,0.6,10,20,25,2.4,1.1,1,,2021-05-01T04:32:00Z,870,350.864.367.816.091,21221,155,10,307.508.097.567.305,197.694.118.867.767,0.155547418066083
BTT/USDT,0.6,10,20,25,2.4,1.1,1,,2021-05-01T04:29:00Z,4041,75.537.985.647.117,47458,150,20,566.911.100.777.089,197.694.118.867.767,0.286761742849963
ETH/USDT,0.6,10,20,25,2.4,1.1,1,,2021-04-30T12:00:00Z,1717,177.204.426.324.985,9148,179,10,232.848.033.883.762,197.694.118.867.767,0.117781973089198
